dataset,family,algorithm,seed,n_samples,n_features,true_clusters,seconds,ari,nmi,clusters_found,silhouette,davies_bouldin,calinski_harabasz
digits_0_4,real_image_features,MBC_no_compact,11,901,10,5,0.8601020000642166,0.18494169113924225,0.42720889696854264,5.0,0.12416670761022396,1.3121678403596355,65.6353258630044
digits_0_4,real_image_features,MBC_no_polarity,11,901,10,5,0.913696700008586,0.7795342806637048,0.7908219663678139,5.0,0.2988193261513053,1.4587551572775124,212.5701369947959
digits_0_4,real_image_features,MBC_no_capillary,11,901,10,5,0.912281799945049,0.7795342806637048,0.7908219663678139,5.0,0.2988193261513053,1.4587551572775124,212.5701369947959
digits_0_4,real_image_features,MBC_micro_only,11,901,10,5,0.9502970000030473,0.589940534124685,0.7095704753148834,16.0,0.3244054589923412,1.3598180094359156,164.20407330157022
two_moons,nonconvex,MBC,11,500,2,2,0.42484960006549954,1.0,1.0,2.0,0.3867892578699578,1.0196572621846878,433.607359029
two_moons,nonconvex,MBC_no_compact,11,500,2,2,0.4293070000130683,1.0,1.0,2.0,0.3867892578699578,1.0196572621846878,433.607359029
two_moons,nonconvex,MBC_no_polarity,11,500,2,2,0.4268639999208972,1.0,1.0,2.0,0.3867892578699578,1.0196572621846878,433.607359029
two_moons,nonconvex,MBC_no_capillary,11,500,2,2,0.4472739000339061,1.0,1.0,2.0,0.3867892578699578,1.0196572621846878,433.607359029
two_moons,nonconvex,MBC_micro_only,11,500,2,2,0.43625729996711016,0.1437643353993945,0.4136073438055301,15.0,0.4740732739014836,0.6211837042933567,1338.5902433489587
circles,nonconvex,MBC,11,500,2,2,0.5394372000591829,1.0,1.0,2.0,0.14955096969121412,231.39625841991122,0.007934454639328632
circles,nonconvex,MBC_no_compact,11,500,2,2,0.5215189000591636,1.0,1.0,2.0,0.14955096969121412,231.39625841991122,0.007934454639328632
circles,nonconvex,MBC_no_polarity,11,500,2,2,0.5383363000582904,1.0,1.0,2.0,0.14955096969121412,231.39625841991122,0.007934454639328632
circles,nonconvex,MBC_no_capillary,11,500,2,2,0.524747500079684,1.0,1.0,2.0,0.14955096969121412,231.39625841991122,0.007934454639328632
circles,nonconvex,MBC_micro_only,11,500,2,2,0.5249785999767482,0.11462872732051399,0.3821135751055369,21.0,0.4626306131909273,0.5872239664722816,815.3047335501103
noisy_moons,nonconvex,MBC,11,500,2,2,0.5102079999633133,0.9760961032975123,0.9530566686527554,2.0,0.3631986595639186,1.0616721116079109,392.91694497769595
noisy_moons,nonconvex,MBC_no_compact,11,500,2,2,0.47304089996032417,0.9760961032975123,0.9530566686527554,2.0,0.3631986595639186,1.0616721116079109,392.91694497769595
noisy_moons,nonconvex,MBC_no_polarity,11,500,2,2,0.4830433999886736,0.0,0.0,1.0,,,
noisy_moons,nonconvex,MBC_no_capillary,11,500,2,2,0.4657100000185892,0.9760961032975123,0.9530566686527554,2.0,0.3631986595639186,1.0616721116079109,392.91694497769595
noisy_moons,nonconvex,MBC_micro_only,11,500,2,2,0.46921500004827976,0.12597379625053443,0.3916436277390162,16.0,0.40826453768450366,0.7386506582162476,847.739833475733
noisy_circles,nonconvex,MBC,11,500,2,2,0.5622995999874547,1.0,1.0,2.0,0.10928134856317809,217.54937257410393,0.009451252287637877
noisy_circles,nonconvex,MBC_no_compact,11,500,2,2,0.5438886999618262,1.0,1.0,2.0,0.10928134856317809,217.54937257410393,0.009451252287637877
noisy_circles,nonconvex,MBC_no_polarity,11,500,2,2,0.5123395000118762,1.0,1.0,2.0,0.10928134856317809,217.54937257410393,0.009451252287637877
noisy_circles,nonconvex,MBC_no_capillary,11,500,2,2,0.5259244999615476,1.0,1.0,2.0,0.10928134856317809,217.54937257410393,0.009451252287637877
noisy_circles,nonconvex,MBC_micro_only,11,500,2,2,0.5478830999927595,0.10817692685604699,0.38149471215600955,20.0,0.48474052239875426,0.5730142687541486,784.3224777854041
varied_density,synthetic_density,MBC,11,500,2,3,0.42625709995627403,-0.012111957388804545,0.042750845239418384,3.0,-0.15487677602600558,1.6242914250109681,5.248619219443115
varied_density,synthetic_density,MBC_no_compact,11,500,2,3,0.3868082999251783,-0.012111957388804545,0.042750845239418384,3.0,-0.15487677602600558,1.6242914250109681,5.248619219443115
varied_density,synthetic_density,MBC_no_polarity,11,500,2,3,0.3910881000338122,0.0008686060600078471,0.004687265761174164,2.0,0.5209559173164617,0.3296711018711618,7.20514473751062
varied_density,synthetic_density,MBC_no_capillary,11,500,2,3,0.4011156000196934,0.02491449252838153,0.07364310024254456,3.0,0.2505582796722038,0.6431920982521557,40.77074908004194
varied_density,synthetic_density,MBC_micro_only,11,500,2,3,0.4151162999914959,0.25590503622156224,0.48216513265820965,16.0,0.36327612765377976,0.7829101285137712,498.10040820558646
anisotropic_blobs,synthetic_gaussian,MBC,11,500,2,4,0.283343099988997,0.7344332091538052,0.8382499183857623,4.0,0.636643452611724,0.5184223171020894,2451.923111594775
anisotropic_blobs,synthetic_gaussian,MBC_no_compact,11,500,2,4,0.2753086000448093,0.7344332091538052,0.8382499183857623,4.0,0.636643452611724,0.5184223171020894,2451.923111594775
anisotropic_blobs,synthetic_gaussian,MBC_no_polarity,11,500,2,4,0.28265599999576807,0.7130534790109259,0.8571428571428569,3.0,0.7752773174803302,0.307598536125776,2330.5923173960414
anisotropic_blobs,synthetic_gaussian,MBC_no_capillary,11,500,2,4,0.2681052000261843,0.7103320439160987,0.8247506862823233,4.0,0.5199903002074153,0.8424799906490783,1728.7248388672108
anisotropic_blobs,synthetic_gaussian,MBC_micro_only,11,500,2,4,0.2748274999903515,0.7763325224523583,0.830111686220585,8.0,0.60590225863993,0.7497520785336509,3335.7662458371965
ecoli,real_tabular,MBC,11,336,7,8,0.2540555999148637,0.58575047718715,0.6229571286573624,8.0,0.29115559838755684,1.0327501688664358,161.00050824018828
ecoli,real_tabular,MBC_no_compact,11,336,7,8,0.21731949993409216,0.4254638448856761,0.5071931434319172,4.0,0.29267521078619363,1.2099542215410626,76.12513148094372
ecoli,real_tabular,MBC_no_polarity,11,336,7,8,0.24026220000814646,0.58575047718715,0.6229571286573624,8.0,0.29115559838755684,1.0327501688664358,161.00050824018828
ecoli,real_tabular,MBC_no_capillary,11,336,7,8,0.21495359996333718,0.58575047718715,0.6229571286573624,8.0,0.29115559838755684,1.0327501688664358,161.00050824018828
ecoli,real_tabular,MBC_micro_only,11,336,7,8,0.233209399972111,0.7002421872225141,0.6479204547993019,6.0,0.3510931468798987,1.1221125080230838,93.8178658799521
glass,real_tabular,MBC,11,214,9,6,0.22860839997883886,0.1617017761898191,0.30060566327036853,6.0,0.3231127595435651,1.015433372062547,62.582572611388855
glass,real_tabular,MBC_no_compact,11,214,9,6,0.231427300022915,0.17198936442518037,0.31785349117394335,6.0,0.38292645166174727,1.4483945841928767,28.58960218189011
glass,real_tabular,MBC_no_polarity,11,214,9,6,0.21447130001615733,0.1617017761898191,0.30060566327036853,6.0,0.3231127595435651,1.015433372062547,62.582572611388855
glass,real_tabular,MBC_no_capillary,11,214,9,6,0.22560330003034323,0.1617017761898191,0.30060566327036853,6.0,0.3231127595435651,1.015433372062547,62.582572611388855
glass,real_tabular,MBC_micro_only,11,214,9,6,0.2240064999787137,0.17198936442518037,0.31785349117394335,6.0,0.38292645166174727,1.4483945841928767,28.58960218189011
vehicle,real_tabular,MBC,11,846,10,4,1.6664569999556988,0.07365142834964815,0.11433932501176308,4.0,0.30970977710529923,1.0496240081400736,446.20196168759
vehicle,real_tabular,MBC_no_compact,11,846,10,4,1.607139499974437,0.007140692289797274,0.0552268596713569,4.0,-0.01786539921705744,1.7828447414722486,86.68425685598305
vehicle,real_tabular,MBC_no_polarity,11,846,10,4,1.5172943000216037,0.07365142834964815,0.11433932501176308,4.0,0.30970977710529923,1.0496240081400736,446.20196168759
vehicle,real_tabular,MBC_no_capillary,11,846,10,4,1.574717199895531,0.07365142834964815,0.11433932501176308,4.0,0.30970977710529923,1.0496240081400736,446.20196168759
vehicle,real_tabular,MBC_micro_only,11,846,10,4,1.6352850999683142,0.10047164957545016,0.24399880709104116,26.0,0.16544792077109674,1.4565070268745326,165.41714404464165
cmc,real_tabular,MBC,11,1473,9,3,2.2978984999936074,0.023244646958711937,0.043170317739789556,3.0,0.20081765223850556,1.7058769320911307,321.3292041703798
cmc,real_tabular,MBC_no_compact,11,1473,9,3,2.253687899908982,0.00690018939916332,0.02150364320356976,3.0,0.23089843772079593,1.4118836840336921,260.5057371992425
cmc,real_tabular,MBC_no_polarity,11,1473,9,3,2.305144099984318,0.023244646958711937,0.043170317739789556,3.0,0.20081765223850556,1.7058769320911307,321.3292041703798
cmc,real_tabular,MBC_no_capillary,11,1473,9,3,2.2774999999674037,0.023244646958711937,0.043170317739789556,3.0,0.20081765223850556,1.7058769320911307,321.3292041703798
cmc,real_tabular,MBC_micro_only,11,1473,9,3,2.2728122000116855,0.008043366560653709,0.03995352269052742,31.0,0.187819690000145,1.4724293722532118,141.92768254479947
wdbc,real_tabular,MBC,11,569,10,2,0.5249187999870628,0.6707206476880808,0.554612218410556,2.0,0.35798642260745267,1.2596588947907137,288.1245704093846
wdbc,real_tabular,MBC_no_compact,11,569,10,2,0.48761229997035116,0.025924728477551076,0.037099581922324855,2.0,0.4542339830500783,1.0916582218162838,43.49999472099344
wdbc,real_tabular,MBC_no_polarity,11,569,10,2,0.4859272000612691,0.6707206476880808,0.554612218410556,2.0,0.35798642260745267,1.2596588947907137,288.1245704093846
wdbc,real_tabular,MBC_no_capillary,11,569,10,2,0.4901975999819115,0.6707206476880808,0.554612218410556,2.0,0.35798642260745267,1.2596588947907137,288.1245704093846
wdbc,real_tabular,MBC_micro_only,11,569,10,2,0.49709429999347776,0.40115760804121336,0.3799714137907767,13.0,0.144208477800627,1.4922898270025344,76.6165434951356
iris,real_low_dim,MBC,19,150,4,3,0.2502945999149233,0.6100728505285608,0.6525582020084985,3.0,0.45937792074496625,0.8340001544731056,241.8932623680683
iris,real_low_dim,MBC_no_compact,19,150,4,3,0.20044559997040778,0.537807593632331,0.6740008363615821,3.0,0.4743340686446872,0.5750433961251064,142.69524126987986
iris,real_low_dim,MBC_no_polarity,19,150,4,3,0.20267989998683333,0.6100728505285608,0.6525582020084985,3.0,0.45937792074496625,0.8340001544731056,241.8932623680683
iris,real_low_dim,MBC_no_capillary,19,150,4,3,0.19778409996069968,0.6100728505285608,0.6525582020084985,3.0,0.45937792074496625,0.8340001544731056,241.8932623680683
iris,real_low_dim,MBC_micro_only,19,150,4,3,0.21868039993569255,0.43622523228478677,0.5700529155288335,6.0,0.3588695755532876,0.8972605675535673,178.61806096190008
wine,real_tabular,MBC,19,178,10,3,0.28784250002354383,0.8974949815093207,0.8758935341223069,3.0,0.29867482943692875,1.3363263335155775,76.17957977418826
wine,real_tabular,MBC_no_compact,19,178,10,3,0.24926479998975992,0.42880372461605987,0.550442128677418,3.0,0.2589814114218314,1.3351535070404574,39.49288329902983
wine,real_tabular,MBC_no_polarity,19,178,10,3,0.25301370001398027,0.8974949815093207,0.8758935341223069,3.0,0.29867482943692875,1.3363263335155775,76.17957977418826
wine,real_tabular,MBC_no_capillary,19,178,10,3,0.24454139999579638,0.8974949815093207,0.8758935341223069,3.0,0.29867482943692875,1.3363263335155775,76.17957977418826
wine,real_tabular,MBC_micro_only,19,178,10,3,0.26607240003068,0.6245564948000433,0.6729900833146314,8.0,0.1515278151646096,1.3620053045177962,32.81340341884203
breast_cancer,real_tabular,MBC,19,569,10,2,0.5461453000316396,0.6536246043910179,0.5324078598532422,2.0,0.35646070219238996,1.2679003700826146,288.10415988422346
breast_cancer,real_tabular,MBC_no_compact,19,569,10,2,0.50905419990886,0.014754127895842538,0.029230917160688052,2.0,0.4771024079800237,0.8105782742255567,30.259111651239376
breast_cancer,real_tabular,MBC_no_polarity,19,569,10,2,0.4847439000150189,0.6536246043910179,0.5324078598532422,2.0,0.35646070219238996,1.2679003700826146,288.10415988422346
breast_cancer,real_tabular,MBC_no_capillary,19,569,10,2,0.5039899999974295,0.6536246043910179,0.5324078598532422,2.0,0.35646070219238996,1.2679003700826146,288.10415988422346
breast_cancer,real_tabular,MBC_micro_only,19,569,10,2,0.5243887000251561,0.2550245977983498,0.3524078187623274,15.0,0.15320403914888053,1.4429176212042416,75.90652054432724
digits_0_4,real_image_features,MBC,19,901,10,5,0.9687350000021979,0.6272910135487904,0.7026839162998556,5.0,0.26891885985608616,1.3027540580540413,195.97093909305238
digits_0_4,real_image_features,MBC_no_compact,19,901,10,5,0.90380049997475,0.4551159076334069,0.6937997624887724,5.0,0.15370563013558602,1.1551541868640078,123.02188746943129
digits_0_4,real_image_features,MBC_no_polarity,19,901,10,5,0.9759326999774203,0.6272910135487904,0.7026839162998556,5.0,0.26891885985608616,1.3027540580540413,195.97093909305238
digits_0_4,real_image_features,MBC_no_capillary,19,901,10,5,0.9659920999547467,0.6272910135487904,0.7026839162998556,5.0,0.26891885985608616,1.3027540580540413,195.97093909305238
digits_0_4,real_image_features,MBC_micro_only,19,901,10,5,0.9629545999923721,0.5665115517345916,0.6874992803910279,19.0,0.2693066598929135,1.2725547921327676,145.12111411523858
two_moons,nonconvex,MBC,19,500,2,2,0.443442799965851,1.0,1.0,2.0,0.3787250094771565,1.040929977835505,415.35630626195575
two_moons,nonconvex,MBC_no_compact,19,500,2,2,0.4179317000089213,1.0,1.0,2.0,0.3787250094771565,1.040929977835505,415.35630626195575
two_moons,nonconvex,MBC_no_polarity,19,500,2,2,0.41528650000691414,1.0,1.0,2.0,0.3787250094771565,1.040929977835505,415.35630626195575
two_moons,nonconvex,MBC_no_capillary,19,500,2,2,0.43546229996718466,1.0,1.0,2.0,0.3787250094771565,1.040929977835505,415.35630626195575
two_moons,nonconvex,MBC_micro_only,19,500,2,2,0.4751162000466138,0.13996772857190307,0.413258244371676,15.0,0.4473510989388529,0.6727441774638535,1181.2015092272475
circles,nonconvex,MBC,19,500,2,2,0.5418378000613302,1.0,1.0,2.0,0.14799142593000766,191.73967777218377,0.011580289958100256
circles,nonconvex,MBC_no_compact,19,500,2,2,0.5096743000904098,1.0,1.0,2.0,0.14799142593000766,191.73967777218377,0.011580289958100256
circles,nonconvex,MBC_no_polarity,19,500,2,2,0.5171650999691337,1.0,1.0,2.0,0.14799142593000766,191.73967777218377,0.011580289958100256
circles,nonconvex,MBC_no_capillary,19,500,2,2,0.5361990999663249,1.0,1.0,2.0,0.14799142593000766,191.73967777218377,0.011580289958100256
circles,nonconvex,MBC_micro_only,19,500,2,2,0.5342423999682069,0.11942322428801566,0.38644778469534563,20.0,0.46574119340514153,0.5710613320456781,784.3908086088431
noisy_moons,nonconvex,MBC,19,500,2,2,0.5001397000160068,0.9681922733790723,0.9407271848336156,2.0,0.3788373919855211,1.0191216902538445,424.18547959816925
noisy_moons,nonconvex,MBC_no_compact,19,500,2,2,0.49970329995267093,0.9681922733790723,0.9407271848336156,2.0,0.3788373919855211,1.0191216902538445,424.18547959816925
noisy_moons,nonconvex,MBC_no_polarity,19,500,2,2,0.46043670002836734,0.03619351517451627,0.14197058900238077,2.0,0.19998724886640382,0.9031717766702,82.2887259576468
noisy_moons,nonconvex,MBC_no_capillary,19,500,2,2,0.47116359998472035,0.9681922733790723,0.9407271848336156,2.0,0.3788373919855211,1.0191216902538445,424.18547959816925
noisy_moons,nonconvex,MBC_micro_only,19,500,2,2,0.5114719000412151,0.129835348947804,0.3901864754816558,18.0,0.4090518774019768,0.7147302333660152,814.4388011261996
noisy_circles,nonconvex,MBC,19,500,2,2,0.560631199972704,1.0,1.0,2.0,0.1097802576155844,250.7518669255864,0.007107890820868055
noisy_circles,nonconvex,MBC_no_compact,19,500,2,2,0.5616706000873819,1.0,1.0,2.0,0.1097802576155844,250.7518669255864,0.007107890820868055
noisy_circles,nonconvex,MBC_no_polarity,19,500,2,2,0.5467804999789223,1.0,1.0,2.0,0.1097802576155844,250.7518669255864,0.007107890820868055
noisy_circles,nonconvex,MBC_no_capillary,19,500,2,2,0.5446406999835745,1.0,1.0,2.0,0.1097802576155844,250.7518669255864,0.007107890820868055
noisy_circles,nonconvex,MBC_micro_only,19,500,2,2,0.5661310999421403,0.10230419561141554,0.3740219582173167,22.0,0.4668752217576444,0.5978624341348341,784.0752329701957
varied_density,synthetic_density,MBC,19,500,2,3,0.4484423999674618,0.01256456798160534,0.05702616674289781,3.0,0.11464995537842612,0.855345335519515,30.864643374214985
varied_density,synthetic_density,MBC_no_compact,19,500,2,3,0.4166089999489486,0.01256456798160534,0.05702616674289781,3.0,0.11464995537842612,0.855345335519515,30.864643374214985
varied_density,synthetic_density,MBC_no_polarity,19,500,2,3,0.42656180006451905,0.00910683965316738,0.040097818822878974,2.0,0.3890044224010243,0.5982767158457443,36.74220494210568
varied_density,synthetic_density,MBC_no_capillary,19,500,2,3,0.4179862999590114,0.01256456798160534,0.05702616674289781,3.0,0.11464995537842612,0.855345335519515,30.864643374214985
varied_density,synthetic_density,MBC_micro_only,19,500,2,3,0.3983683999394998,0.25322921625440903,0.4875140668013765,16.0,0.348631783747251,0.7575400433387709,468.0629604799593
anisotropic_blobs,synthetic_gaussian,MBC,19,500,2,4,0.21910689992364496,0.7130534790109259,0.8571428571428569,3.0,0.8681085370092738,0.1803977531523302,6219.212470932944
anisotropic_blobs,synthetic_gaussian,MBC_no_compact,19,500,2,4,0.20051400002557784,0.7130534790109259,0.8571428571428569,3.0,0.8681085370092738,0.1803977531523302,6219.212470932944
anisotropic_blobs,synthetic_gaussian,MBC_no_polarity,19,500,2,4,0.1910111999604851,0.7130534790109259,0.8571428571428569,3.0,0.8681085370092738,0.1803977531523302,6219.212470932944
anisotropic_blobs,synthetic_gaussian,MBC_no_capillary,19,500,2,4,0.2077741000102833,0.7130534790109259,0.8571428571428569,3.0,0.8681085370092738,0.1803977531523302,6219.212470932944
anisotropic_blobs,synthetic_gaussian,MBC_micro_only,19,500,2,4,0.20561259996611625,0.8601640728686984,0.8684548160786029,5.0,0.6482443364734702,0.5092906384669545,6797.158187381759
ecoli,real_tabular,MBC,19,336,7,8,0.29650719999335706,0.49531056555733366,0.6344434846504454,8.0,0.25790264852157285,1.0915621731779477,162.5255917139395
ecoli,real_tabular,MBC_no_compact,19,336,7,8,0.24340210005175322,0.6608964128618903,0.6213844244897729,5.0,0.3608373703734351,1.3308491592502034,98.10511998288415
ecoli,real_tabular,MBC_no_polarity,19,336,7,8,0.2510456000454724,0.49531056555733366,0.6344434846504454,8.0,0.25790264852157285,1.0915621731779477,162.5255917139395
ecoli,real_tabular,MBC_no_capillary,19,336,7,8,0.2741670999675989,0.49531056555733366,0.6344434846504454,8.0,0.25790264852157285,1.0915621731779477,162.5255917139395
ecoli,real_tabular,MBC_micro_only,19,336,7,8,0.23867660004179925,0.7143571870607623,0.6765393963409505,6.0,0.3824423593180757,1.257987428871895,101.28794782967302
glass,real_tabular,MBC,19,214,9,6,0.23375320003833622,0.16056405288965506,0.3010113712396939,6.0,0.3238577556829545,0.9768751006573185,62.51431230089217
glass,real_tabular,MBC_no_compact,19,214,9,6,0.20131939998827875,0.04831016448257138,0.16741083169617166,6.0,0.3582503486498099,1.0916419291610597,20.53548433217829
glass,real_tabular,MBC_no_polarity,19,214,9,6,0.22005790006369352,0.16056405288965506,0.3010113712396939,6.0,0.3238577556829545,0.9768751006573185,62.51431230089217
glass,real_tabular,MBC_no_capillary,19,214,9,6,0.22646110004279763,0.16056405288965506,0.3010113712396939,6.0,0.3238577556829545,0.9768751006573185,62.51431230089217
glass,real_tabular,MBC_micro_only,19,214,9,6,0.21317580004688352,0.04831016448257138,0.16741083169617166,6.0,0.3582503486498099,1.0916419291610597,20.53548433217829
vehicle,real_tabular,MBC,19,846,10,4,1.8517931000096723,0.07688396400321429,0.11596352067331649,4.0,0.309751333450744,1.0594447228054928,445.7112958668325
vehicle,real_tabular,MBC_no_compact,19,846,10,4,1.8010320999892429,0.013216627443444696,0.03620186848031088,4.0,-0.17181764612816486,2.6469244676139265,16.037535689152712
vehicle,real_tabular,MBC_no_polarity,19,846,10,4,1.5827222999650985,0.07688396400321429,0.11596352067331649,4.0,0.309751333450744,1.0594447228054928,445.7112958668325
vehicle,real_tabular,MBC_no_capillary,19,846,10,4,1.6440335999941453,0.07688396400321429,0.11596352067331649,4.0,0.309751333450744,1.0594447228054928,445.7112958668325
vehicle,real_tabular,MBC_micro_only,19,846,10,4,1.8437228000257164,0.08867194911210485,0.2258562090102884,28.0,0.13487316915571382,1.5765026439273788,96.44698377233944
cmc,real_tabular,MBC,19,1473,9,3,2.8034685000311583,0.022690692429906647,0.042787328250789104,3.0,0.20085337463405423,1.7059258040273877,321.33075556415577
cmc,real_tabular,MBC_no_compact,19,1473,9,3,2.773935299948789,0.006347209862098523,0.02075087163910037,3.0,0.23263807897428856,1.4232538615538124,261.8052162474237
cmc,real_tabular,MBC_no_polarity,19,1473,9,3,2.7947931999806315,0.022690692429906647,0.042787328250789104,3.0,0.20085337463405423,1.7059258040273877,321.33075556415577
cmc,real_tabular,MBC_no_capillary,19,1473,9,3,2.822934800060466,0.022690692429906647,0.042787328250789104,3.0,0.20085337463405423,1.7059258040273877,321.33075556415577
cmc,real_tabular,MBC_micro_only,19,1473,9,3,2.7919926999602467,0.006539060994946707,0.03892918731925808,34.0,0.17943782431842897,1.5053005979223446,133.5336762009661
wdbc,real_tabular,MBC,19,569,10,2,0.5254845999879763,0.6536246043910179,0.5324078598532422,2.0,0.35646070301443616,1.2679003596355702,288.1041630687987
wdbc,real_tabular,MBC_no_compact,19,569,10,2,0.5120324000017717,0.014754127895842538,0.029230917160688052,2.0,0.47710240685532634,0.8105782734106284,30.259111540788545
wdbc,real_tabular,MBC_no_polarity,19,569,10,2,0.48224339995067567,0.6536246043910179,0.5324078598532422,2.0,0.35646070301443616,1.2679003596355702,288.1041630687987
wdbc,real_tabular,MBC_no_capillary,19,569,10,2,0.49874160008039325,0.6536246043910179,0.5324078598532422,2.0,0.35646070301443616,1.2679003596355702,288.1041630687987
wdbc,real_tabular,MBC_micro_only,19,569,10,2,0.5333031000336632,0.2550245977983498,0.3524078187623274,15.0,0.1532040482081682,1.442917623103581,75.90652013312193
iris,real_low_dim,MBC,23,150,4,3,0.21320819994434714,0.6201351808870379,0.659486892724918,3.0,0.45994823920518635,0.8335949464754338,241.90440170183157
iris,real_low_dim,MBC_no_compact,23,150,4,3,0.20502489991486073,0.5583714437541352,0.6994010915914346,2.0,0.5758559133532453,0.6052353606167137,247.85025169719177
iris,real_low_dim,MBC_no_polarity,23,150,4,3,0.21868339995853603,0.6201351808870379,0.659486892724918,3.0,0.45994823920518635,0.8335949464754338,241.90440170183157
iris,real_low_dim,MBC_no_capillary,23,150,4,3,0.22412209992762655,0.6201351808870379,0.659486892724918,3.0,0.45994823920518635,0.8335949464754338,241.90440170183157
iris,real_low_dim,MBC_micro_only,23,150,4,3,0.21026299998629838,0.3809035823164972,0.5411027085490527,8.0,0.2803113868280454,1.0175200183679138,135.4337512060507
wine,real_tabular,MBC,23,178,10,3,0.2634237000020221,0.8974949815093207,0.8758935341223069,3.0,0.29867482943692875,1.3363263335155775,76.17957977418826
wine,real_tabular,MBC_no_compact,23,178,10,3,0.24625419999938458,0.41479374807036806,0.5213012585304121,3.0,0.16052613763433463,1.3772319624433766,35.57742038173614
wine,real_tabular,MBC_no_polarity,23,178,10,3,0.2800749000161886,0.8974949815093207,0.8758935341223069,3.0,0.29867482943692875,1.3363263335155775,76.17957977418826
wine,real_tabular,MBC_no_capillary,23,178,10,3,0.26887260004878044,0.8974949815093207,0.8758935341223069,3.0,0.29867482943692875,1.3363263335155775,76.17957977418826
wine,real_tabular,MBC_micro_only,23,178,10,3,0.2748852000804618,0.6931286296652378,0.7153468946817724,9.0,0.22814235135549082,1.3335281994002601,32.03312061799045
breast_cancer,real_tabular,MBC,23,569,10,2,0.48517479992005974,0.6707206476880808,0.5546122184105559,2.0,0.3579864216984321,1.2596589047411835,288.12456737363806
breast_cancer,real_tabular,MBC_no_compact,23,569,10,2,0.4977239000145346,-0.00944257205050171,0.01590885210623266,2.0,0.41891737781358424,0.9984052732844012,23.86293462934752
breast_cancer,real_tabular,MBC_no_polarity,23,569,10,2,0.45341169997118413,0.6707206476880808,0.5546122184105559,2.0,0.3579864216984321,1.2596589047411835,288.12456737363806
breast_cancer,real_tabular,MBC_no_capillary,23,569,10,2,0.45424680004362017,0.6707206476880808,0.5546122184105559,2.0,0.3579864216984321,1.2596589047411835,288.12456737363806
breast_cancer,real_tabular,MBC_micro_only,23,569,10,2,0.46586520003620535,0.35155256265165197,0.37870422290510336,12.0,0.1603574561261764,1.656352804799256,79.86455812800246
digits_0_4,real_image_features,MBC,23,901,10,5,0.9597418999765068,0.7029537824405924,0.7287509109682236,5.0,0.29006849089664066,1.4504493455376433,206.04169567303111
digits_0_4,real_image_features,MBC_no_compact,23,901,10,5,0.8408991999458522,0.4316465500380507,0.6735930747780148,5.0,0.20879733547207432,1.2499204381267692,125.62643368955027
digits_0_4,real_image_features,MBC_no_polarity,23,901,10,5,0.9107564999721944,0.7029537824405924,0.7287509109682236,5.0,0.29006849089664066,1.4504493455376433,206.04169567303111
digits_0_4,real_image_features,MBC_no_capillary,23,901,10,5,0.8927388000302017,0.7029537824405924,0.7287509109682236,5.0,0.29006849089664066,1.4504493455376433,206.04169567303111
digits_0_4,real_image_features,MBC_micro_only,23,901,10,5,0.9007880000863224,0.5606774047674453,0.6857916471357589,18.0,0.3153457364431195,1.3332312645448412,152.1345117794251
two_moons,nonconvex,MBC,23,500,2,2,0.44712359993718565,1.0,1.0,2.0,0.3775147949651326,1.0400880261541345,417.10667419306753
two_moons,nonconvex,MBC_no_compact,23,500,2,2,0.4514160000253469,1.0,1.0,2.0,0.3775147949651326,1.0400880261541345,417.10667419306753
two_moons,nonconvex,MBC_no_polarity,23,500,2,2,0.44488550000824034,0.02377322384902867,0.11865255572586902,2.0,0.19414634968581096,0.8587287694384131,67.25967229546409
two_moons,nonconvex,MBC_no_capillary,23,500,2,2,0.43088840006385,1.0,1.0,2.0,0.3775147949651326,1.0400880261541345,417.10667419306753
two_moons,nonconvex,MBC_micro_only,23,500,2,2,0.4434132999740541,0.13810157865134332,0.40976436047686005,16.0,0.43998798239922554,0.6638882680406868,1185.2581872923004
circles,nonconvex,MBC,23,500,2,2,0.49993629998061806,1.0,1.0,2.0,0.1467131656278202,215.7044640712408,0.009171906148004717
circles,nonconvex,MBC_no_compact,23,500,2,2,0.4902312000049278,1.0,1.0,2.0,0.1467131656278202,215.7044640712408,0.009171906148004717
circles,nonconvex,MBC_no_polarity,23,500,2,2,0.5131868999451399,1.0,1.0,2.0,0.1467131656278202,215.7044640712408,0.009171906148004717
circles,nonconvex,MBC_no_capillary,23,500,2,2,0.5023836999898776,1.0,1.0,2.0,0.1467131656278202,215.7044640712408,0.009171906148004717
circles,nonconvex,MBC_micro_only,23,500,2,2,0.5030206999508664,0.11668811983623689,0.3854749834020092,20.0,0.49582602672923726,0.5456451886687527,871.050808391625
noisy_moons,nonconvex,MBC,23,500,2,2,0.49937770003452897,0.21047916521169532,0.31532092465022504,2.0,0.32419652427632284,0.9120989163986635,256.3213961327432
noisy_moons,nonconvex,MBC_no_compact,23,500,2,2,0.5404525001067668,0.21047916521169532,0.31532092465022504,2.0,0.32419652427632284,0.9120989163986635,256.3213961327432
noisy_moons,nonconvex,MBC_no_polarity,23,500,2,2,0.5140471999766305,0.0,0.0,1.0,,,
noisy_moons,nonconvex,MBC_no_capillary,23,500,2,2,0.5347024999791756,0.21047916521169532,0.31532092465022504,2.0,0.32419652427632284,0.9120989163986635,256.3213961327432
