representation,iteration,buds,coverage_inertia,stage
wine_original_13d,53,7,1119.4783820366904,
wine_original_13d,54,7,1107.3459157211805,
wine_original_13d,55,6,1161.2097968751207,
wine_original_13d,56,7,1111.2239753672407,
wine_original_13d,57,8,1081.5999419071136,
wine_original_13d,58,9,1048.961062035457,
wine_original_13d,59,10,1015.9603371870342,
wine_original_13d,60,10,1015.0244301963978,
wine_original_13d,61,10,1008.9835628203826,
wine_original_13d,62,8,1068.8702666904535,
wine_original_13d,63,7,1156.7027949607836,
wine_original_13d,64,6,1150.0117711712855,
wine_original_13d,65,6,1106.877237562163,
wine_original_13d,66,7,1077.3865623096926,
wine_original_13d,67,8,1050.2295385583113,
wine_original_13d,68,8,1038.05459986511,
wine_original_13d,69,8,1061.467072903838,
wine_original_13d,70,8,1069.7921681891225,
wine_original_13d,71,8,1084.7204709159905,
wine_original_13d,72,8,1120.1990527459207,
wine_original_13d,73,7,1149.6003645776955,
wine_original_13d,74,8,1105.9071805210715,
wine_original_13d,75,8,1075.3970367333886,
wine_original_13d,76,9,1027.2840018948134,
wine_original_13d,77,9,1044.4342198111221,
wine_original_13d,78,9,1051.2684278589004,
wine_original_13d,79,9,1028.9595795163423,
wine_original_13d,80,9,1038.3251737844846,
wine_original_13d,81,9,1053.35821376797,
wine_original_13d,82,7,1120.960062119198,
wine_original_13d,83,7,1103.3691297458413,
wine_original_13d,84,8,1072.9740317518597,
wine_original_13d,85,9,1042.6702143592888,
wine_original_13d,86,9,1044.222433137598,
wine_original_13d,87,9,1039.8245975135703,
wine_original_13d,88,9,1062.5418462259158,
wine_original_13d,89,10,1011.5669011944326,
wine_original_13d,90,9,1033.50025553209,
wine_original_13d,91,9,1036.1050917698005,
wine_original_13d,92,9,1051.0879750901095,
wine_original_13d,93,7,1103.8979043989812,
wine_original_13d,94,8,1072.9764799485324,
wine_original_13d,95,9,1036.788509815644,
wine_original_13d,96,10,997.5448319295085,
wine_original_13d,97,8,1091.8591331201258,
wine_original_13d,98,8,1086.362319207194,
wine_original_13d,99,9,1044.8447264814117,
wine_original_13d,100,9,1048.944364060937,
wine_original_13d,101,8,1059.227611976416,
wine_original_13d,102,8,1061.6328357172347,
wine_original_13d,103,8,1107.6572173178247,
wine_original_13d,104,8,1146.4152599702745,
wine_original_13d,105,8,1129.0471039499243,
wine_original_13d,106,9,1073.3853395348842,
wine_original_13d,107,10,993.6770084923785,
wine_original_13d,108,8,1071.5250498105424,
wine_original_13d,109,7,1126.288757025414,
wine_original_13d,110,8,1073.8862885890774,
wine_original_13d,111,8,1094.9093971645625,
wine_original_13d,112,9,1058.3274456018132,
wine_original_13d,113,9,1063.6482529186756,
wine_original_13d,114,9,1019.4736615021061,
wine_original_13d,115,8,1063.461461261683,
wine_original_13d,116,9,1032.023461399804,
wine_original_13d,117,9,1033.4600836547465,
wine_original_13d,118,9,1068.2609653214386,
wine_original_13d,119,7,1160.5834297619804,
wine_original_13d,120,7,1183.0958815910112,
wine_original_13d,121,8,1130.7362696977693,
wine_original_13d,122,7,1138.1874849609615,
wine_original_13d,123,8,1100.419533545641,
wine_original_13d,124,7,1157.26381541313,
wine_original_13d,125,8,1112.663261223413,
wine_original_13d,126,8,1112.3198460170215,
wine_original_13d,127,6,1217.4350218595348,
wine_original_13d,128,7,1157.074398496493,
wine_original_13d,129,7,1142.201960868002,
wine_original_13d,130,7,1135.1946985446805,
wine_original_13d,131,7,1137.6995667556664,
wine_original_13d,132,8,1091.6853671987244,
wine_original_13d,133,9,1049.1689226591584,
wine_original_13d,134,10,1005.9858233919697,
wine_original_13d,135,10,1024.5166151282776,
wine_original_13d,136,10,1048.4343244508934,
wine_original_13d,137,9,1083.970732223715,
wine_original_13d,138,10,1020.5925160253845,
wine_original_13d,139,10,983.2189984304698,
wine_original_13d,140,8,1089.6301639710493,
wine_original_13d,141,8,1277.9284888446423,post_refinement
wine_pca_10d,1,10,1051.9024720368157,
wine_pca_10d,2,9,1035.1104430263124,
wine_pca_10d,3,7,1066.2442100392002,
wine_pca_10d,4,6,1089.1978588624117,
wine_pca_10d,5,6,1108.1412171437967,
wine_pca_10d,6,6,1094.609089727403,
wine_pca_10d,7,7,1027.8668011400957,
wine_pca_10d,8,8,987.4072912326274,
wine_pca_10d,9,8,974.5278317090942,
wine_pca_10d,10,9,929.4474695457884,
wine_pca_10d,11,8,984.4339100984258,
wine_pca_10d,12,8,1021.5757408445845,
wine_pca_10d,13,9,984.769062833265,
wine_pca_10d,14,10,935.8543081286333,
wine_pca_10d,15,9,980.4087748496776,
wine_pca_10d,16,7,1054.8520821930595,
wine_pca_10d,17,7,1074.3697606759933,
wine_pca_10d,18,8,1017.343163634423,
wine_pca_10d,19,8,988.171436505798,
wine_pca_10d,20,8,1047.1889061457568,
wine_pca_10d,21,8,1057.7070491002628,
wine_pca_10d,22,9,1005.8009927125966,
wine_pca_10d,23,8,1079.454665727243,
wine_pca_10d,24,7,1086.573710802709,
wine_pca_10d,25,7,1073.5105388554866,
wine_pca_10d,26,8,1018.5152020809605,
wine_pca_10d,27,9,964.2242341174748,
wine_pca_10d,28,10,931.771704267063,
wine_pca_10d,29,9,984.1879204864666,
wine_pca_10d,30,8,1048.5563676489292,
wine_pca_10d,31,8,992.0570818954301,
wine_pca_10d,32,9,957.9187231790363,
wine_pca_10d,33,8,983.4916794827303,
wine_pca_10d,34,6,1087.5238499285183,
wine_pca_10d,35,7,1045.140721413381,
wine_pca_10d,36,8,1001.3660590780489,
wine_pca_10d,37,9,952.5194447425058,
wine_pca_10d,38,10,921.0882360654434,
wine_pca_10d,39,9,964.7571366772486,
wine_pca_10d,40,9,934.6069100987505,
wine_pca_10d,41,8,977.8678225955663,
wine_pca_10d,42,8,973.9106622008169,
wine_pca_10d,43,8,984.7836318453924,
wine_pca_10d,44,8,1006.3676062821662,
wine_pca_10d,45,9,955.5386878581317,
wine_pca_10d,46,9,1006.2095507728088,
wine_pca_10d,47,9,991.2176180690302,
wine_pca_10d,48,8,1064.7808838742578,
wine_pca_10d,49,9,1007.604617411255,
wine_pca_10d,50,7,1050.7415899280143,
wine_pca_10d,51,7,1018.0193827515988,
wine_pca_10d,52,8,980.9394140957802,
wine_pca_10d,53,7,1068.8255828712422,
wine_pca_10d,54,7,1050.043861330204,
wine_pca_10d,55,8,1000.4137861008339,
wine_pca_10d,56,6,1078.8525931294007,
wine_pca_10d,57,7,1007.1432219366483,
wine_pca_10d,58,7,1034.1953116554573,
wine_pca_10d,59,7,1070.6020234645512,
wine_pca_10d,60,8,1007.0816296940409,
wine_pca_10d,61,7,1050.6393666747656,
wine_pca_10d,62,8,1001.5219720156276,
wine_pca_10d,63,7,1038.4639266807926,
wine_pca_10d,64,7,1042.2722218036959,
wine_pca_10d,65,7,1046.8231583054974,
wine_pca_10d,66,8,993.6217186546953,
wine_pca_10d,67,8,1018.0764273198683,
wine_pca_10d,68,9,957.5878599345456,
wine_pca_10d,69,8,1019.3601257957116,
wine_pca_10d,70,9,963.0091550232289,
wine_pca_10d,71,9,965.246253578651,
wine_pca_10d,72,7,1027.4159256333824,
wine_pca_10d,73,8,985.1150124646476,
wine_pca_10d,74,9,948.5789542608779,
wine_pca_10d,75,8,1019.3710447268247,
wine_pca_10d,76,8,1027.817745006309,
wine_pca_10d,77,8,984.8828613704952,
wine_pca_10d,78,8,960.9979911998058,
wine_pca_10d,79,7,1050.9639541415067,
wine_pca_10d,80,7,1075.6988649488649,
wine_pca_10d,81,7,1100.1907547072228,
wine_pca_10d,82,8,1044.9623068510923,
wine_pca_10d,83,8,1025.2929901929067,
wine_pca_10d,84,8,1004.4425845747993,
wine_pca_10d,85,8,1017.9552116552835,
wine_pca_10d,86,8,973.2389095612762,
wine_pca_10d,87,8,993.6302421349955,
wine_pca_10d,88,7,1044.1419182293566,
wine_pca_10d,89,8,998.2074425807484,
wine_pca_10d,90,9,942.9471177113498,
wine_pca_10d,91,9,942.3171383157421,
wine_pca_10d,92,9,946.1418430366743,
wine_pca_10d,93,9,967.7662928785464,
wine_pca_10d,94,9,987.3027882085935,
wine_pca_10d,95,8,1028.379828896036,
wine_pca_10d,96,7,1042.453708080886,
wine_pca_10d,97,7,1037.5097618056352,
wine_pca_10d,98,8,984.3322804640779,
wine_pca_10d,99,7,997.5370368312554,
wine_pca_10d,100,7,1053.4388892481043,
wine_pca_10d,101,7,1044.4020773193183,
wine_pca_10d,102,7,1036.4690848243736,
wine_pca_10d,103,8,985.4085182625861,
wine_pca_10d,104,8,984.177052821863,
wine_pca_10d,105,9,929.4119265472286,
wine_pca_10d,106,10,877.2226540272686,
wine_pca_10d,107,9,929.5991429775669,
wine_pca_10d,108,8,962.7701411597391,
wine_pca_10d,109,8,1012.3016450752829,
wine_pca_10d,110,9,966.3291352409512,
wine_pca_10d,111,7,1061.486805493867,
wine_pca_10d,112,7,1026.7656740254247,
wine_pca_10d,113,8,987.6535524254859,
wine_pca_10d,114,8,995.8518688563718,
wine_pca_10d,115,8,984.4505444344535,
wine_pca_10d,116,8,987.4960731240369,
wine_pca_10d,117,9,950.379776647709,
wine_pca_10d,118,8,1002.4083350304625,
wine_pca_10d,119,8,1005.3451312296139,
wine_pca_10d,120,8,985.4391122258075,
wine_pca_10d,121,9,924.0380488595231,
wine_pca_10d,122,7,1048.4819718078274,
wine_pca_10d,123,6,1120.0707799739953,
wine_pca_10d,124,6,1079.7842820413102,
wine_pca_10d,125,7,1043.7799135571463,
wine_pca_10d,126,8,1012.6602122327167,
wine_pca_10d,127,9,964.157353223339,
wine_pca_10d,128,9,970.5917042091332,
wine_pca_10d,129,9,945.1936456829849,
wine_pca_10d,130,9,925.4891354325193,
wine_pca_10d,131,7,1019.515309305503,
wine_pca_10d,132,7,1060.5969579713485,
wine_pca_10d,133,8,1016.6568930738079,
wine_pca_10d,134,8,992.9094714349504,
wine_pca_10d,135,8,1037.182930517252,
wine_pca_10d,136,9,960.4495848598139,
wine_pca_10d,137,9,984.7054193977897,
wine_pca_10d,138,9,956.6532078661432,
wine_pca_10d,139,9,938.7424142905165,
wine_pca_10d,140,9,947.2275308036037,
wine_pca_10d,141,9,1189.6391379398015,post_refinement
