algorithm,feature,clusters,silhouette_sample,davies_bouldin,calinski_harabasz,boundary_ratio,runtime_seconds
KMeans,spectral_pca,6,0.17063447833061218,1.560416886455316,6051.404820008895,0.3608793969849246,1.0409435001201928
KMeans,spectral_pca_xy,6,0.16788883361078408,1.5751225897480767,5964.257991565107,0.35920854271356784,0.8416074002161622
MBC,spectral_pca_xy,6,0.16750363611005026,1.5712089872122414,5961.327202182485,0.3741457286432161,16.583129699807614
